source,aircraft,date,from,to,flight,flight_time,std,atd,sta,status
regeneron,N459FX,03 Dec 2023,Austin (AUS),Dallas (DAL),LXJ459,0:42,1:08 PM,2:55 PM,2:13 PM,03 Dec 2023
regeneron,N459FX,02 Dec 2023,St. Louis (SUS),Teterboro (TEB),LXJ459,1:38,12:30 PM,2:08 PM,4:49 PM,01 Dec 2023
regeneron,N459FX,01 Dec 2023,Bartow (BOW),Kissimmee (ISM),LXJ459,0:16,12:23 PM,12:30 PM,12:48 PM,01 Dec 2023
regeneron,N459FX,30 Nov 2023,Morristown (MMU),White Plains (HPN),LXJ459,0:17,2:52 PM,3:01 PM,3:18 PM,30 Nov 2023
regeneron,N459FX,26 Nov 2023,Charleston (CHS),Morristown (MMU),LXJ459,2:46,6:30 PM,7:27 PM,10:02 PM,26 Nov 2023
regeneron,N459FX,26 Nov 2023,Antigua (ANU),White Plains (HPN),LXJ459,4:29,12:00 PM,11:44 AM,3:09 PM,25 Nov 2023
regeneron,N459FX,25 Nov 2023,Coatesville (CTH),West Palm Beach (PBI),LXJ459,2:22,11:30 AM,12:08 PM,2:29 PM,25 Nov 2023
regeneron,N459FX,24 Nov 2023,Teterboro (TEB),Detroit (YIP),LXJ459,1:28,12:31 PM,1:25 PM,2:53 PM,20 Nov 2023
regeneron,N459FX,19 Nov 2023,Chicago (MDW),St. Louis (STL),LXJ459,0:46,2:30 PM,2:41 PM,3:40 PM,19 Nov 2023
regeneron,N459FX,19 Nov 2023,North Eleuthera (ELH),Toronto (YYZ),LXJ459,2:50,9:30 AM,9:03 AM,12:20 PM,19 Nov 2023
regeneron,N459FX,17 Nov 2023,Houston (HOU),Providenciales (PLS),LXJ459,2:52,6:46 PM,7:03 PM,10:53 PM,17 Nov 2023
regeneron,N459FX,17 Nov 2023,Chicago (PWK),Kansas City (MKC),LXJ459,1:03,1:22 PM,1:21 PM,2:20 PM,13 Nov 2023
regeneron,N459FX,13 Nov 2023,Vero Beach (VRB),Saranac Lake (SLK),LXJ459,2:53,2:30 PM,3:56 PM,6:49 PM,13 Nov 2023
regeneron,N459FX,12 Nov 2023,Teterboro (TEB),Boca Raton (BCT),LXJ459,2:28,1:30 PM,1:58 PM,4:42 PM,10 Nov 2023
regeneron,N459FX,10 Nov 2023,Stockton (SCK),San Francisco (SFO),LXJ459,0:21,1:09 PM,1:28 PM,1:52 PM,08 Nov 2023
regeneron,N459FX,07 Nov 2023,Miami (MIA),Teterboro (TEB),LXJ459,2:36,4:30 PM,4:37 PM,7:15 PM,07 Nov 2023
regeneron,N459FX,07 Nov 2023,Belmar (BLM),Boca Raton (BCT),LXJ459,2:12,9:30 AM,10:20 AM,12:46 PM,06 Nov 2023
regeneron,N459FX,05 Nov 2023,Walterboro (RBW),Morristown (MMU),LXJ459,1:28,3:30 PM,3:57 PM,5:24 PM,05 Nov 2023
regeneron,N459FX,05 Nov 2023,Tuscaloosa (TCL),Kissimmee (ISM),LXJ459,1:08,8:00 AM,8:54 AM,11:16 AM,05 Nov 2023
regeneron,N459FX,03 Nov 2023,Knoxville (TYS),Naples (APF),LXJ459,1:36,10:00 AM,9:16 AM,11:51 AM,03 Nov 2023
regeneron,N459FX,02 Nov 2023,Sint Maarten (SXM),West Palm Beach (PBI),LXJ459,2:46,8:13 AM,12:13 PM,11:00 AM,31 Oct 2023
regeneron,N459FX,30 Oct 2023,Fort Collins (FNL),Los Angeles (LAX),LXJ459,2:02,4:10 PM,4:21 PM,5:24 PM,30 Oct 2023
regeneron,N459FX,30 Oct 2023,Atlanta (FTY),Greensboro (GSO),LXJ459,0:44,12:07 PM,12:31 PM,1:30 PM,29 Oct 2023
regeneron,N459FX,29 Oct 2023,Seattle (BFI),Monterey (MRY),LXJ459,1:39,9:59 AM,10:49 AM,12:37 PM,27 Oct 2023
regeneron,N459FX,27 Oct 2023,Columbus (OSU),Columbus (CMH),LXJ459,0:17,10:22 AM,10:19 AM,10:35 AM,27 Oct 2023
regeneron,N459FX,26 Oct 2023,Teterboro (TEB),Teterboro (TEB),LXJ459,1:02,11:00 AM,2:49 PM,2:51 PM,25 Oct 2023
regeneron,N459FX,25 Oct 2023,Tapachula (TAP),Toluca (TLC),LXJ459,1:25,12:49 PM,12:55 PM,2:21 PM,25 Oct 2023
regeneron,N459FX,24 Oct 2023,Miami (MIA),Guatemala City (GUA),LXJ459,2:13,2:00 PM,2:04 PM,2:21 PM,24 Oct 2023
regeneron,N459FX,23 Oct 2023,Cleveland (CLE),Naples (APF),LXJ459,2:16,10:30 AM,11:01 AM,1:30 PM,23 Oct 2023
regeneron,N459FX,09 Oct 2023,Philadelphia (PNE),Cleveland (CGF),LXJ459,0:55,12:47 PM,1:13 PM,2:05 PM,09 Oct 2023
regeneron,N459FX,08 Oct 2023,Asheville (AVL),Miami (MIA),LXJ459,1:31,2:30 PM,3:10 PM,4:48 PM,08 Oct 2023
regeneron,N459FX,07 Oct 2023,Sarasota (SRQ),Greenville (GMU),LXJ459,1:16,9:30 AM,10:03 AM,11:32 AM,07 Oct 2023
regeneron,N459FX,06 Oct 2023,Baltimore (BWI),Miami (OPF),LXJ459,2:25,12:30 PM,1:07 PM,3:33 PM,05 Oct 2023
regeneron,N459FX,03 Oct 2023,Washington (IAD),London (LTN),LXJ459,6:46,6:00 AM,7:06 AM,6:52 PM,02 Oct 2023
regeneron,N459FX,01 Oct 2023,Tulsa (TUL),Houston (SGR),LXJ459,1:17,6:20 PM,6:31 PM,7:46 PM,01 Oct 2023
regeneron,N459FX,30 Sep 2023,Windsor (YQG),New York (EWR),LXJ459,1:19,8:38 PM,8:37 PM,10:08 PM,30 Sep 2023
regeneron,N459FX,30 Sep 2023,Miami (OPF),New York (JFK),LXJ459,2:24,1:46 PM,2:15 PM,4:51 PM,29 Sep 2023
regeneron,N459FX,29 Sep 2023,Cincinnati (CVG),—,LXJ459,-,12:58 PM,—,—,29 Sep 2023
regeneron,N459FX,29 Sep 2023,Nashville (QQN),Chattanooga (CHA),LXJ459,0:26,9:30 AM,10:01 AM,11:04 AM,29 Sep 2023
regeneron,N459FX,28 Sep 2023,Teterboro (TEB),Baltimore (BWI),LXJ459,0:36,4:30 PM,5:17 PM,5:52 PM,28 Sep 2023
regeneron,N459FX,27 Sep 2023,Chicago (PWK),Pontiac (PTK),LXJ459,0:44,4:48 PM,3:43 PM,6:45 PM,27 Sep 2023
regeneron,N459FX,27 Sep 2023,Billings (BIL),Bedford (BED),LXJ459,3:37,7:30 AM,8:13 AM,1:48 PM,27 Sep 2023
regeneron,N459FX,26 Sep 2023,Columbus (CMH),Colorado Springs (COS),LXJ459,2:31,2:30 PM,4:06 PM,4:36 PM,26 Sep 2023
regeneron,N459FX,25 Sep 2023,Gainesville (GNV),Nashville (BNA),LXJ459,1:14,11:30 AM,11:52 AM,12:17 PM,24 Sep 2023
regeneron,N459FX,24 Sep 2023,Atlanta (PDK),West Palm Beach (PBI),LXJ459,1:26,9:30 AM,10:06 AM,11:31 AM,23 Sep 2023
regeneron,N459FX,23 Sep 2023,Buffalo (BUF),Boca Raton (BCT),LXJ459,2:29,8:30 AM,8:56 AM,11:42 AM,22 Sep 2023
regeneron,N459FX,22 Sep 2023,Miami (OPF),New Haven (HVN),LXJ459,2:35,10:01 AM,10:51 AM,1:25 PM,22 Sep 2023
regeneron,N459FX,21 Sep 2023,Miami (OPF),Tampa (TPA),LXJ459,0:40,5:30 PM,6:54 PM,7:34 PM,21 Sep 2023
regeneron,N459FX,21 Sep 2023,Morristown (MMU),Marsh Harbour (MHH),LXJ459,2:25,11:40 AM,12:54 PM,2:04 PM,21 Sep 2023
regeneron,N459FX,21 Sep 2023,Teterboro (TEB),Pittsfield (PSF),LXJ459,0:27,8:08 AM,9:46 AM,10:13 AM,20 Sep 2023
regeneron,N459FX,19 Sep 2023,Los Angeles (LAX),La Paz (LAP),LXJ459,1:47,12:00 PM,10:54 AM,2:11 PM,18 Sep 2023
regeneron,N459FX,18 Sep 2023,Muskegon (MKG),Toronto (YYZ),LXJ459,0:49,11:34 AM,11:17 AM,12:45 PM,17 Sep 2023
regeneron,N459FX,16 Sep 2023,Van Nuys (VNY),Napa (APC),LXJ459,0:54,2:53 PM,2:40 PM,4:06 PM,16 Sep 2023
regeneron,N459FX,16 Sep 2023,Teterboro (TEB),Aspen (ASE),LXJ459,4:03,10:00 AM,10:20 AM,12:12 PM,15 Sep 2023
regeneron,N459FX,15 Sep 2023,Lexington (LEX),White Plains (HPN),LXJ459,1:36,2:30 PM,2:13 PM,4:13 PM,15 Sep 2023
regeneron,N459FX,14 Sep 2023,Detroit (DET),Wildwood (WWD),LXJ459,1:10,8:30 PM,9:43 PM,10:54 PM,14 Sep 2023
regeneron,N459FX,14 Sep 2023,Scottsdale (SCF),Charlotte (CLT),LXJ459,3:12,8:30 AM,8:47 AM,3:28 PM,13 Sep 2023
regeneron,N459FX,13 Sep 2023,Naples (APF),Phoenix (PHX),LXJ459,4:11,6:30 AM,7:01 AM,8:24 AM,12 Sep 2023
regeneron,N459FX,10 Sep 2023,Aspen (ASE),Miami (MIA),LXJ459,3:43,12:30 PM,1:24 PM,7:14 PM,09 Sep 2023
regeneron,N459FX,08 Sep 2023,Austin (AUS),Tulsa (TUL),LXJ459,1:05,10:30 AM,12:24 PM,1:29 PM,08 Sep 2023
regeneron,N459FX,07 Sep 2023,Fort Worth (FTW),Dallas (DAL),LXJ459,0:14,3:00 PM,3:03 PM,3:18 PM,04 Sep 2023
regeneron,N459FX,04 Sep 2023,Miami (MIA),White Plains (HPN),LXJ459,2:46,10:30 AM,11:14 AM,2:00 PM,03 Sep 2023
regeneron,N459FX,01 Sep 2023,Dallas (DAL),Panama City (ECP),LXJ459,1:29,3:30 PM,4:23 PM,5:54 PM,31 Aug 2023
regeneron,N459FX,31 Aug 2023,Monterey (MRY),Fort Worth (FTW),LXJ459,2:46,12:00 PM,1:51 PM,6:36 PM,31 Aug 2023
regeneron,N459FX,30 Aug 2023,Bozeman (BZN),Portland (PDX),LXJ459,1:21,9:30 AM,10:17 AM,10:45 AM,30 Aug 2023
regeneron,N459FX,29 Aug 2023,Anchorage (ANC),Denver (BJC),LXJ459,4:47,8:30 AM,9:09 AM,3:57 PM,28 Aug 2023
regeneron,N459FX,28 Aug 2023,—,Gustavus (GST),LXJ459,2:47,—,—,1:50 PM,28 Aug 2023
regeneron,N459FX,27 Aug 2023,Farmingdale (FRG),Santa Barbara (SBA),LXJ459,5:29,1:15 PM,2:23 PM,4:50 PM,27 Aug 2023
regeneron,N459FX,27 Aug 2023,White Plains (HPN),Nantucket (ACK),LXJ459,0:40,8:12 AM,8:41 AM,9:25 AM,26 Aug 2023
regeneron,N459FX,26 Aug 2023,Miami (MIA),Westhampton Beach (FOK),LXJ459,2:25,11:30 AM,11:32 AM,1:55 PM,25 Aug 2023
regeneron,N459FX,24 Aug 2023,Nantucket (ACK),Westhampton Beach (FOK),LXJ459,0:31,5:18 PM,5:24 PM,6:00 PM,24 Aug 2023
regeneron,N459FX,23 Aug 2023,Dublin (DUB),White Plains (HPN),LXJ459,6:44,4:30 PM,4:37 PM,6:23 PM,23 Aug 2023
regeneron,N459FX,23 Aug 2023,Olbia (OLB),Naples (NAP),LXJ459,0:58,11:13 AM,11:16 AM,12:12 PM,21 Aug 2023
regeneron,N459FX,18 Aug 2023,Westhampton Beach (FOK),Reykjavik (RKV),LXJ459,4:58,1:15 PM,8:16 AM,5:15 PM,17 Aug 2023
regeneron,N459FX,17 Aug 2023,St. Petersburg (PIE),Martha's Vineyard (MVY),LXJ459,2:17,10:30 AM,11:18 AM,1:35 PM,17 Aug 2023
regeneron,N459FX,16 Aug 2023,Orlando (SFB),Orlando (SFB),LXJ459,0:55,5:00 PM,5:32 PM,5:20 PM,31 Jul 2023
regeneron,N459FX,31 Jul 2023,Chicago (ORD),Knoxville (TYS),LXJ459,1:03,9:30 AM,10:03 AM,11:44 AM,30 Jul 2023
regeneron,N459FX,30 Jul 2023,Chicago (ORD),Marion (MWA),LXJ459,0:45,3:45 PM,4:09 PM,4:53 PM,30 Jul 2023
regeneron,N459FX,30 Jul 2023,Panama City (ECP),Chicago (DPA),LXJ459,1:48,10:15 AM,11:01 AM,1:02 PM,30 Jul 2023
regeneron,N459FX,29 Jul 2023,Dallas (DAL),Kissimmee (ISM),LXJ459,2:07,5:21 PM,5:15 PM,8:47 PM,29 Jul 2023
regeneron,N459FX,29 Jul 2023,Boston (BOS),Nantucket (ACK),LXJ459,0:22,11:12 AM,11:34 AM,11:56 AM,27 Jul 2023
regeneron,N459FX,27 Jul 2023,Birmingham (BHM),Waukesha (UES),LXJ459,1:27,1:27 PM,1:43 PM,2:43 PM,27 Jul 2023
regeneron,N459FX,27 Jul 2023,Chicago (ORD),Chicago (PWK),LXJ459,0:10,9:33 AM,10:30 AM,10:40 AM,25 Jul 2023
regeneron,N459FX,25 Jul 2023,Myrtle Beach (MYR),Teterboro (TEB),LXJ459,1:20,11:00 AM,11:33 AM,12:57 PM,24 Jul 2023
regeneron,N459FX,23 Jul 2023,Providenciales (PLS),Naples (APF),LXJ459,1:27,1:00 PM,1:03 PM,2:38 PM,23 Jul 2023
regeneron,N459FX,22 Jul 2023,Dallas (DAL),Nassau (NAS),LXJ459,2:39,10:06 AM,10:36 AM,1:56 PM,22 Jul 2023
regeneron,N459FX,21 Jul 2023,Miami (MIA),Cleveland (CGF),LXJ459,2:25,1:00 PM,1:53 PM,4:16 PM,21 Jul 2023
regeneron,N459FX,20 Jul 2023,Nashville (BNA),Asheville (AVL),LXJ459,0:49,11:30 AM,12:35 PM,2:13 PM,19 Jul 2023
regeneron,N459FX,18 Jul 2023,Raleigh-Durham (RDU),White Plains (HPN),LXJ459,1:27,4:45 PM,5:39 PM,7:04 PM,18 Jul 2023
regeneron,N459FX,18 Jul 2023,Chicago (PWK),—,LXJ459,1:48,1:28 PM,11:36 AM,—,18 Jul 2023
regeneron,N459FX,17 Jul 2023,Manchester (MHT),Chicago (DPA),LXJ459,2:08,7:00 PM,7:49 PM,8:56 PM,17 Jul 2023
regeneron,N459FX,17 Jul 2023,Seattle (BFI),Nantucket (ACK),LXJ459,4:46,8:30 AM,9:26 AM,5:17 PM,16 Jul 2023
regeneron,N459FX,16 Jul 2023,Stockton (SCK),Portland (PDX),LXJ459,1:13,12:45 PM,12:35 PM,2:18 PM,16 Jul 2023
regeneron,N459FX,15 Jul 2023,Monterey (MRY),Scottsdale (SCF),LXJ459,1:23,2:00 PM,2:59 PM,4:23 PM,14 Jul 2023
regeneron,N459FX,13 Jul 2023,Washington (IAD),Teterboro (TEB),LXJ459,0:49,4:00 PM,5:02 PM,5:54 PM,13 Jul 2023
regeneron,N459FX,12 Jul 2023,Washington (IAD),Bedford (BED),LXJ459,1:10,4:19 PM,4:51 PM,6:06 PM,12 Jul 2023
regeneron,N459FX,11 Jul 2023,Madrid (MAD),Teterboro (TEB),LXJ459,7:25,8:10 PM,8:25 PM,9:39 PM,10 Jul 2023
regeneron,N459FX,08 Jul 2023,White Plains (HPN),Valencia (VLC),LXJ459,6:56,6:08 AM,6:16 AM,7:10 PM,07 Jul 2023
regeneron,N459FX,07 Jul 2023,Nantucket (ACK),Westhampton Beach (FOK),LXJ459,0:32,2:30 PM,3:02 PM,3:42 PM,07 Jul 2023
regeneron,N459FX,06 Jul 2023,Gunnison (GUC),Farmingdale (FRG),LXJ459,3:35,11:30 AM,12:40 PM,6:22 PM,06 Jul 2023
regeneron,N459FX,05 Jul 2023,Coeur d'Alene (COE),Van Nuys (VNY),LXJ459,2:06,7:30 AM,8:12 AM,10:22 AM,03 Jul 2023
regeneron,N459FX,02 Jul 2023,San Diego (SAN),Santa Ana (SNA),LXJ459,0:23,5:21 PM,5:50 PM,6:12 PM,02 Jul 2023
regeneron,N459FX,02 Jul 2023,Dallas (DAL),Cabo San Lucas (CSL),LXJ459,2:23,1:30 PM,1:39 PM,2:04 PM,02 Jul 2023
regeneron,N459FX,01 Jul 2023,Dallas (DAL),Aspen (ASE),LXJ459,2:43,10:30 AM,11:20 AM,12:53 PM,01 Jul 2023
regeneron,N459FX,01 Jul 2023,Dallas (DAL),Aspen (ASE),LXJ459,-,10:30 AM,6:30 AM,11:20 AM,30 Jun 2023
regeneron,N459FX,30 Jun 2023,Los Angeles (LAX),Alamogordo (ALM),LXJ459,1:43,9:21 AM,10:02 AM,12:50 PM,29 Jun 2023
regeneron,N459FX,28 Jun 2023,Charlotte (CLT),Sint Maarten (SXM),LXJ459,3:23,2:30 PM,2:02 PM,3:57 PM,27 Jun 2023
regeneron,N459FX,27 Jun 2023,White Plains (HPN),Teterboro (TEB),LXJ459,0:13,11:04 AM,11:31 AM,11:44 AM,26 Jun 2023
regeneron,N459FX,25 Jun 2023,White Plains (HPN),Van Nuys (VNY),LXJ459,5:43,2:00 PM,5:47 PM,8:30 PM,25 Jun 2023
regeneron,N459FX,24 Jun 2023,White Plains (HPN),—,LXJ459,0:47,2:00 PM,2:54 PM,—,24 Jun 2023
regeneron,N459FX,23 Jun 2023,Charlottetown (YYG),New York (EWR),LXJ459,1:45,11:18 PM,11:50 PM,12:44 AM,23 Jun 2023
regeneron,N459FX,23 Jun 2023,White Plains (HPN),Boston (BOS),LXJ459,0:41,5:42 PM,6:21 PM,7:10 PM,22 Jun 2023
regeneron,N459FX,22 Jun 2023,Muskegon (MKG),Sheboygan (SBM),LXJ459,0:24,2:04 PM,2:30 PM,1:47 PM,22 Jun 2023
regeneron,N459FX,21 Jun 2023,Wilmington (ILM),Teterboro (TEB),LXJ459,1:12,4:58 PM,5:25 PM,6:37 PM,21 Jun 2023
regeneron,N459FX,21 Jun 2023,Tampa (TPA),Miami (MIA),LXJ459,0:37,8:47 AM,9:58 AM,10:33 AM,20 Jun 2023
regeneron,N459FX,18 Jun 2023,Glasgow (GLA),Reykjavik (KEF),LXJ459,1:49,11:00 AM,11:06 AM,11:49 AM,16 Jun 2023
regeneron,N459FX,16 Jun 2023,White Plains (HPN),Edinburgh (EDI),LXJ459,6:09,9:30 AM,9:34 AM,9:21 PM,15 Jun 2023
regeneron,N459FX,14 Jun 2023,Sacramento (SMF),Seattle (BFI),LXJ459,1:30,2:00 PM,1:32 PM,3:42 PM,13 Jun 2023
regeneron,N459FX,13 Jun 2023,Fort Wayne (FWA),Denver (APA),LXJ459,2:23,9:30 AM,9:47 AM,10:15 AM,12 Jun 2023
regeneron,N459FX,11 Jun 2023,Bedford (BED),Morristown (MMU),LXJ459,0:45,1:30 PM,2:23 PM,3:12 PM,11 Jun 2023
regeneron,N459FX,09 Jun 2023,Calgary (YYC),Chicago (PWK),LXJ459,2:55,8:45 AM,9:04 AM,12:59 PM,08 Jun 2023
regeneron,N459FX,07 Jun 2023,Stockton (SCK),Portland (PDX),LXJ459,1:14,5:30 PM,6:04 PM,7:20 PM,07 Jun 2023
regeneron,N459FX,06 Jun 2023,Oakland (OAK),Los Angeles (LAX),LXJ459,0:57,3:15 PM,5:22 PM,6:18 PM,06 Jun 2023
regeneron,N459FX,05 Jun 2023,Chicago (MDW),Chicago (MDW),LXJ459,-,12:00 PM,3:07 PM,12:37 PM,05 Jun 2023
regeneron,N459FX,05 Jun 2023,Morristown (MMU),Chicago (MDW),LXJ459,1:41,10:10 AM,11:05 AM,10:58 AM,04 Jun 2023
regeneron,N459FX,03 Jun 2023,Morristown (MMU),Columbus (CMH),LXJ459,1:07,11:30 AM,12:25 PM,1:32 PM,02 Jun 2023
regeneron,N459FX,02 Jun 2023,Teterboro (TEB),Chicago (PWK),LXJ459,2:06,4:30 PM,5:25 PM,6:32 PM,01 Jun 2023
regeneron,N459FX,01 Jun 2023,Santa Ana (SNA),Van Nuys (VNY),LXJ459,0:27,6:54 PM,7:09 PM,7:36 PM,30 May 2023
regeneron,N459FX,30 May 2023,Jefferson City (JEF),Los Angeles (LAX),LXJ459,3:15,2:30 PM,2:31 PM,4:01 PM,30 May 2023
regeneron,N459FX,29 May 2023,Brunswick (BQK),Chicago (DPA),LXJ459,1:49,5:30 PM,6:13 PM,7:07 PM,29 May 2023
regeneron,N459FX,29 May 2023,Dallas (DAL),Fort Worth (FTW),LXJ459,0:18,11:39 AM,11:57 AM,12:23 PM,28 May 2023
regeneron,N459FX,28 May 2023,Baton Rouge (BTR),New Orleans (MSY),LXJ459,0:20,10:05 AM,10:05 AM,10:22 AM,27 May 2023
regeneron,N459FX,26 May 2023,Tampa (TPA),Nassau (NAS),LXJ459,1:10,4:00 PM,3:34 PM,3:44 PM,26 May 2023
regeneron,N459FX,25 May 2023,Guatemala City (GUA),Miami (MIA),LXJ459,2:11,6:26 PM,4:14 PM,8:11 PM,25 May 2023
regeneron,N459FX,23 May 2023,Houston (IAH),Puerto Vallarta (PVR),LXJ459,2:06,9:13 PM,9:37 PM,10:42 PM,23 May 2023
regeneron,N459FX,23 May 2023,Providenciales (PLS),Dallas (DAL),LXJ459,3:41,3:00 PM,3:38 PM,5:46 PM,23 May 2023
regeneron,N459FX,22 May 2023,Morristown (MMU),Boca Raton (BCT),LXJ459,2:19,8:00 AM,9:06 AM,11:31 AM,21 May 2023
regeneron,N459FX,21 May 2023,Stuart (SUA),Westhampton Beach (FOK),LXJ459,2:15,12:00 PM,12:02 PM,2:34 PM,21 May 2023
regeneron,N459FX,19 May 2023,Reno (RNO),Miami (OPF),LXJ459,4:47,8:30 AM,9:00 AM,4:56 PM,18 May 2023
regeneron,N459FX,18 May 2023,Las Vegas (LAS),Napa (APC),LXJ459,1:09,11:30 AM,12:45 PM,1:51 PM,18 May 2023
regeneron,N459FX,15 May 2023,Raleigh-Durham (RDU),San Jose (SJC),LXJ459,5:07,1:30 PM,4:01 PM,6:06 PM,15 May 2023
regeneron,N459FX,15 May 2023,White Plains (HPN),Baltimore (BWI),LXJ459,0:36,8:30 AM,9:02 AM,9:44 AM,14 May 2023
regeneron,N459FX,14 May 2023,Boston (BOS),Teterboro (TEB),LXJ459,0:53,4:30 PM,4:47 PM,5:44 PM,14 May 2023
regeneron,N459FX,13 May 2023,White Plains (HPN),Westhampton Beach (FOK),LXJ459,0:21,1:30 PM,2:10 PM,2:29 PM,12 May 2023
regeneron,N459FX,11 May 2023,Van Nuys (VNY),Toronto (YYZ),LXJ459,4:18,9:00 AM,9:21 AM,4:49 PM,11 May 2023
regeneron,N459FX,10 May 2023,Van Nuys (VNY),—,LXJ459,2:25,9:10 AM,6:40 AM,—,09 May 2023
regeneron,N459FX,07 May 2023,Minneapolis (MSP),San Jose (SJC),LXJ459,3:33,4:30 PM,5:08 PM,6:46 PM,07 May 2023
regeneron,N459FX,07 May 2023,Panama City (ECP),Birmingham (BHM),LXJ459,0:40,10:30 AM,11:06 AM,11:46 AM,06 May 2023
regeneron,N459FX,04 May 2023,Teterboro (TEB),New Orleans (MSY),LXJ459,2:35,12:30 PM,1:03 PM,2:43 PM,03 May 2023
regeneron,N459FX,01 May 2023,Burbank (BUR),Morristown (MMU),LXJ459,4:31,8:00 PM,8:12 PM,3:49 AM,30 Apr 2023
regeneron,N459FX,30 Apr 2023,Kailua-Kona (KOA),San Francisco (SFO),LXJ459,4:48,10:00 AM,10:21 AM,5:57 PM,29 Apr 2023
regeneron,N459FX,28 Apr 2023,Miami (MIA),Los Angeles (LAX),LXJ459,5:21,9:40 AM,11:18 AM,7:06 AM,23 Apr 2023
regeneron,N459FX,22 Apr 2023,Providence (PVD),New Haven (HVN),LXJ459,0:28,2:30 PM,3:27 PM,3:55 PM,22 Apr 2023
regeneron,N459FX,22 Apr 2023,Genoa (GOA),London (LTN),LXJ459,1:40,8:46 AM,8:58 AM,9:39 AM,21 Apr 2023
regeneron,N459FX,21 Apr 2023,Bangor (BGR),Milan (LIN),LXJ459,7:20,1:45 AM,1:38 AM,3:20 PM,20 Apr 2023
regeneron,N459FX,20 Apr 2023,Las Vegas (LAS),Aspen (ASE),LXJ459,-,2:50 PM,4:05 PM,5:13 PM,19 Apr 2023
regeneron,N459FX,19 Apr 2023,Naples (APF),Atlanta (PDK),LXJ459,1:21,9:36 AM,10:10 AM,11:32 AM,16 Apr 2023
regeneron,N459FX,16 Apr 2023,Teterboro (TEB),White Plains (HPN),LXJ459,0:17,4:22 PM,4:56 PM,4:46 PM,16 Apr 2023
regeneron,N459FX,16 Apr 2023,Teterboro (TEB),Frederick (FDK),LXJ459,0:39,9:56 AM,10:37 AM,11:26 AM,14 Apr 2023
regeneron,N459FX,14 Apr 2023,Las Vegas (LAS),Tulsa (TUL),LXJ459,2:03,9:30 AM,9:58 AM,2:00 PM,12 Apr 2023
regeneron,N459FX,12 Apr 2023,Portland (PDX),Coeur d'Alene (COE),LXJ459,0:44,2:06 PM,2:29 PM,3:21 PM,12 Apr 2023
regeneron,N459FX,11 Apr 2023,Tulsa (TUL),Las Vegas (LAS),LXJ459,2:13,9:30 AM,10:43 AM,11:03 AM,11 Apr 2023
regeneron,N459FX,10 Apr 2023,Houston (HOU),Tulsa (TUL),LXJ459,1:15,6:19 PM,6:29 PM,7:44 PM,10 Apr 2023
regeneron,N459FX,10 Apr 2023,Long Beach (LGB),Los Angeles (LAX),LXJ459,0:17,11:06 AM,11:21 AM,11:43 AM,09 Apr 2023
regeneron,N459FX,09 Apr 2023,Charlotte (CLT),Augusta (AGS),LXJ459,0:32,3:51 PM,4:05 PM,4:58 PM,06 Apr 2023
regeneron,N459FX,06 Apr 2023,Savannah (SAV),Augusta (AGS),LXJ459,0:31,3:30 PM,3:58 PM,4:29 PM,06 Apr 2023
regeneron,N459FX,06 Apr 2023,Stuart (SUA),Albany (ABY),LXJ459,1:05,9:30 AM,9:56 AM,11:11 AM,05 Apr 2023
regeneron,N459FX,03 Apr 2023,Scottsdale (SCF),Orlando (SFB),LXJ459,3:14,5:30 PM,6:00 PM,12:37 AM,03 Apr 2023
regeneron,N459FX,03 Apr 2023,Austin (AUS),Rifle (RIL),LXJ459,2:24,10:31 AM,11:15 AM,1:13 PM,03 Apr 2023
regeneron,N459FX,02 Apr 2023,Jackson (JAC),Chicago (MDW),LXJ459,2:21,3:30 PM,4:14 PM,7:41 PM,02 Apr 2023
regeneron,N459FX,02 Apr 2023,Bozeman (BZN),Denver (APA),LXJ459,1:21,9:30 AM,10:56 AM,12:22 PM,02 Apr 2023
regeneron,N459FX,01 Apr 2023,Chicago (MDW),Chicago (PWK),LXJ459,0:22,2:10 PM,2:36 PM,2:57 PM,01 Apr 2023
regeneron,N459FX,31 Mar 2023,Orlando (SFB),Scottsdale (SCF),LXJ459,4:50,5:30 PM,6:23 PM,8:18 PM,31 Mar 2023
regeneron,N459FX,31 Mar 2023,Teterboro (TEB),Miami (OPF),LXJ459,2:25,11:30 AM,12:22 PM,2:53 PM,30 Mar 2023
regeneron,N459FX,30 Mar 2023,Las Vegas (LAS),New York (LGA),LXJ459,4:06,11:30 AM,1:01 PM,8:13 PM,30 Mar 2023
regeneron,N459FX,29 Mar 2023,Jackson (JAC),Rock Springs (RKS),LXJ459,0:33,6:09 PM,6:16 PM,6:52 PM,29 Mar 2023
regeneron,N459FX,29 Mar 2023,San Jose (SJC),Oakland (OAK),LXJ459,0:24,9:30 AM,10:46 AM,11:14 AM,29 Mar 2023
regeneron,N459FX,28 Mar 2023,Salt Lake City (SLC),Santa Ana (SNA),LXJ459,1:31,5:45 PM,6:19 PM,6:54 PM,28 Mar 2023
regeneron,N459FX,28 Mar 2023,San Francisco (SFO),Sacramento (SAC),LXJ459,0:19,12:00 PM,1:00 PM,1:16 PM,27 Mar 2023
regeneron,N459FX,27 Mar 2023,Madison (MSN),San Diego (CLD),LXJ459,3:52,2:30 PM,2:34 PM,4:30 PM,26 Mar 2023
